col_a,col_b,sub_a,sub_b,role_a,role_b,metric,effect_size,p,n_valid,p_adj
Biological intervention Number,completion_date,Biological intervention Number,completion_date__days,num,num,abs_spearman,0.019991638505918886,3.4904837359764504e-05,42855,5.489779799937646e-05
Genetic intervention Number,eligibility/healthy_volunteers,Genetic intervention Number,eligibility/healthy_volunteers,num,cat,eta,0.019976069691303746,9.96775615753034e-08,71109,1.727327339711499e-07
No Intervention Arm Number,ipd_info_type-Analytic Code,No Intervention Arm Number,ipd_info_type-Analytic Code,num,num,abs_spearman,0.019962183751695756,0.3561167659151835,2139,0.400067885759146
condition,eligibility/maximum_age,condition__n_items,eligibility/maximum_age__years,num,num,abs_spearman,0.019962039843781323,3.6571057445868896e-05,42760,5.737084543803656e-05
Active Comparator Arm Number,mortality_YN,Active Comparator Arm Number,mortality_YN,num,num,abs_spearman,0.01991757176529848,0.007725768711462305,17886,0.010468121727363047
Combination Product intervention Number,icdcode,Combination Product intervention Number,icdcode__n_items,num,num,abs_spearman,0.01987233623395605,1.3187692250554245e-08,81786,2.3508906199876114e-08
Diagnostic Test intervention Number,sponsors/lead_sponsor/agency_class,Diagnostic Test intervention Number,sponsors/lead_sponsor/agency_class,num,cat,eta,0.019872235274045864,3.4112503938508723e-06,71221,5.5842932995516586e-06
Active Comparator Arm Number,Procedure intervention Number,Active Comparator Arm Number,Procedure intervention Number,num,num,abs_spearman,0.019835288255128026,1.77216979726372e-07,69293,3.047641485259753e-07
condition_browse/mesh_term,study_design_info/masking_num,condition_browse/mesh_term__n_items,study_design_info/masking_num,num,num,abs_spearman,0.019781212675676212,1.7384225415265282e-08,81170,3.081298156700016e-08
Combination Product intervention Number,Sham Comparator Arm Number,Combination Product intervention Number,Sham Comparator Arm Number,num,num,abs_spearman,0.019763012665391506,1.9636788225484855e-07,69293,3.36998748206698e-07
Other intervention Number,dropout_rate,Other intervention Number,dropout_rate,num,num,abs_spearman,0.019723207124141242,0.00011326737425695274,38302,0.00017321195386370928
dropout_rate,study_design_info/masking_num,dropout_rate,study_design_info/masking_num,num,num,abs_spearman,0.01972183468753961,0.00011537343961446748,38218,0.00017632410666786695
brief_title,intervention/intervention_type,brief_title__n_items,intervention/intervention_type__n_items,num,num,abs_spearman,0.019658221786075094,1.883606815698728e-08,81786,3.336252984327398e-08
No Intervention Arm Number,oversight_info/has_dmc,No Intervention Arm Number,oversight_info/has_dmc,num,cat,eta,0.019615992104651397,0.00015617599195179467,37149,0.00023736840366985306
duration_day,ipd_info_type-Statistical Analysis Plan (SAP),duration_day,ipd_info_type-Statistical Analysis Plan (SAP),num,num,abs_spearman,0.019599616332294154,0.41551354816296904,1728,0.460437941463335
duration_year,ipd_info_type-Statistical Analysis Plan (SAP),duration_year,ipd_info_type-Statistical Analysis Plan (SAP),num,num,abs_spearman,0.019599616332294154,0.41551354816296904,1728,0.460437941463335
Device intervention Number,enrollment,Device intervention Number,enrollment,num,num,abs_spearman,0.01958495070960108,3.6399238024006045e-05,44446,5.7139675609384094e-05
Diagnostic Test intervention Number,execution_fail,Diagnostic Test intervention Number,execution_fail,num,num,abs_spearman,0.01948263955884588,6.258623305754023e-05,42207,9.714352851217204e-05
Diagnostic Test intervention Number,execution_pass,Diagnostic Test intervention Number,execution_pass,num,num,abs_spearman,0.01948263955884588,6.258623305754023e-05,42207,9.714352851217204e-05
Active Comparator Arm Number,patient_data/sharing_ipd,Active Comparator Arm Number,patient_data/sharing_ipd,num,cat,eta,0.019465101217194896,0.07841994507670358,13438,0.09671144591345329
eligibility/maximum_age,execution_fail,eligibility/maximum_age__years,execution_fail,num,num,abs_spearman,0.019431413196059313,0.002159242694637756,24917,0.0030435156529635987
eligibility/maximum_age,execution_pass,eligibility/maximum_age__years,execution_pass,num,num,abs_spearman,0.019431413196059313,0.002159242694637756,24917,0.0030435156529635987
Combination Product intervention Number,Placebo Comparator Arm Number,Combination Product intervention Number,Placebo Comparator Arm Number,num,num,abs_spearman,0.019276630780319253,7.111635909836832e-08,78123,1.234969618165236e-07
Genetic intervention Number,ipd_info_type-Clinical Study Report (CSR),Genetic intervention Number,ipd_info_type-Clinical Study Report (CSR),num,num,abs_spearman,0.01925815331894553,0.3726676084640401,2145,0.4169648838510309
Device intervention Number,condition_browse/mesh_term,Device intervention Number,condition_browse/mesh_term__n_items,num,num,abs_spearman,0.019225688362835607,2.879097485513733e-07,71221,4.907103739027179e-07
Diagnostic Test intervention Number,dropout_YN,Diagnostic Test intervention Number,dropout_YN,num,num,abs_spearman,0.019214055540454945,0.0001695148526957704,38302,0.00025716996883332684
condition_browse/mesh_term,failure_reason,condition_browse/mesh_term__n_items,failure_reason,num,cat,eta,0.019103586424267505,0.05554583436724294,20769,0.06960736177639874
Behavioral intervention Number,condition_browse/mesh_term,Behavioral intervention Number,condition_browse/mesh_term__n_items,num,num,abs_spearman,0.019078778355413686,4.853099448680521e-08,81786,8.463124301734102e-08
dropout_rate,eligibility/gender,dropout_rate,eligibility/gender,num,cat,eta,0.019059977857970267,0.0009510470117510533,38302,0.0013788517060684756
Other Arm Number,icdcode,Other Arm Number,icdcode__n_items,num,num,abs_spearman,0.01902321760357405,1.0521484911620597e-07,78123,1.8194773838119125e-07
Other intervention Number,oversight_info/is_fda_regulated_drug,Other intervention Number,oversight_info/is_fda_regulated_drug,num,cat,eta,0.01889061111945822,0.04427060871430647,11339,0.056100184933733595
MaskingType-Outcomes Assessor,oversight_info/is_fda_regulated_device,MaskingType-Outcomes Assessor,oversight_info/is_fda_regulated_device,num,cat,eta,0.01882528093303476,0.027757237704605166,13666,0.036113474186358026
Diagnostic Test intervention Number,sae_YN,Diagnostic Test intervention Number,sae_YN,num,num,abs_spearman,0.01873333865376697,0.012158346668538112,17916,0.016252550549390645
duration_month,patient_data/sharing_ipd,duration_month,patient_data/sharing_ipd,num,cat,eta,0.018709187052781528,0.19503166464673397,9341,0.22904238499391963
condition,oversight_info/is_fda_regulated_device,condition__n_items,oversight_info/is_fda_regulated_device,num,cat,eta,0.018703199451947632,0.028726000739939254,13676,0.03731527017185
duration_day,patient_data/sharing_ipd,duration_day,patient_data/sharing_ipd,num,cat,eta,0.01869322760583874,0.19557617224190635,9341,0.2294649612942102
duration_year,patient_data/sharing_ipd,duration_year,patient_data/sharing_ipd,num,cat,eta,0.01869322760583861,0.19557617224190577,9341,0.2294649612942102
icdcode,study_design_info/masking_num,icdcode__n_items,study_design_info/masking_num,num,num,abs_spearman,0.018682105848149798,1.0208111806624408e-07,81170,1.766515169878945e-07
ipd_info_type-Statistical Analysis Plan (SAP),study_design_info/masking_num,ipd_info_type-Statistical Analysis Plan (SAP),study_design_info/masking_num,num,num,abs_spearman,0.018667678439858983,0.3711735605530305,2297,0.41548031440282923
Other Arm Number,dropout_YN,Other Arm Number,dropout_YN,num,num,abs_spearman,0.01860903577867891,0.0002850425277437673,38016,0.00042721995261957887
Other intervention Number,sae_rate,Other intervention Number,sae_rate,num,num,abs_spearman,0.018605772554114643,0.012758618955860607,17916,0.01701834036785486
eligibility/minimum_age,intervention/intervention_name,eligibility/minimum_age__years,intervention/intervention_name__n_items,num,num,abs_spearman,0.018601248500894705,1.5203496019310362e-07,79650,2.621838140734646e-07
MaskingType-Participant,completion_date,MaskingType-Participant,completion_date__days,num,num,abs_spearman,0.018586818319442543,0.00012400479050415797,42635,0.00018939883491261988
Genetic intervention Number,icdcode,Genetic intervention Number,icdcode__n_items,num,num,abs_spearman,0.01853266088169291,7.567703611242961e-07,71221,1.2706583428336998e-06
brief_title,icdcode,brief_title__n_items,icdcode__n_items,num,num,abs_spearman,0.018332194344244195,1.579458552242087e-07,81786,2.719996190105049e-07
condition,execution_fail,condition__n_items,execution_fail,num,num,abs_spearman,0.018329341738984036,2.5435628614337588e-05,52772,4.03109292771868e-05
condition,execution_pass,condition__n_items,execution_pass,num,num,abs_spearman,0.018329341738984036,2.5435628614337588e-05,52772,4.03109292771868e-05
Active Comparator Arm Number,Biological intervention Number,Active Comparator Arm Number,Biological intervention Number,num,num,abs_spearman,0.018290238224320028,1.4723058333831038e-06,69293,2.4391199973046757e-06
condition_browse/mesh_term,responsible_party/responsible_party_type,condition_browse/mesh_term__n_items,responsible_party/responsible_party_type,num,cat,eta,0.018278707799102446,1.1878362383307937e-05,67878,1.9105327199042218e-05
Genetic intervention Number,study_design_info/primary_purpose,Genetic intervention Number,study_design_info/primary_purpose,num,cat,eta,0.01821348702091721,0.005312541401535865,70604,0.007309892238547411
Device intervention Number,oversight_info/has_dmc,Device intervention Number,oversight_info/has_dmc,num,cat,eta,0.018207727278473286,0.00041344738983086594,37612,0.0006144837103646541
MaskingType-Outcomes Assessor,icdcode,MaskingType-Outcomes Assessor,icdcode__n_items,num,num,abs_spearman,0.018131491468370533,2.390668796936993e-07,81170,4.091468292278531e-07
MaskingType-Outcomes Assessor,condition,MaskingType-Outcomes Assessor,condition__n_items,num,num,abs_spearman,0.018122874389864544,2.422260169026465e-07,81170,4.1426817068346633e-07
biology_pass,icdcode,biology_pass,icdcode__n_items,num,num,abs_spearman,0.018073171505347478,0.0007978450481621247,34427,0.0011628416097846802
biology_fail,icdcode,biology_fail,icdcode__n_items,num,num,abs_spearman,0.018073171505347478,0.0007978450481621247,34427,0.0011628416097846802
Active Comparator Arm Number,Combination Product intervention Number,Active Comparator Arm Number,Combination Product intervention Number,num,num,abs_spearman,0.018033216312778266,2.0616482602972425e-06,69293,3.392844984661356e-06
Combination Product intervention Number,dropout_rate,Combination Product intervention Number,dropout_rate,num,num,abs_spearman,0.01798258630667725,0.00043232338466996843,38302,0.0006413872303909681
Radiation intervention Number,eligibility/minimum_age,Radiation intervention Number,eligibility/minimum_age__years,num,num,abs_spearman,0.017863228460979114,4.613113293468322e-07,79650,7.782475583346082e-07
duration_year,intervention/intervention_name,duration_year,intervention/intervention_name__n_items,num,num,abs_spearman,0.01782371210070191,0.0002242962165830493,42855,0.00033800854955056244
duration_day,intervention/intervention_name,duration_day,intervention/intervention_name__n_items,num,num,abs_spearman,0.01782371210070191,0.0002242962165830493,42855,0.00033800854955056244
Behavioral intervention Number,dropout_rate,Behavioral intervention Number,dropout_rate,num,num,abs_spearman,0.017794228670653056,0.000496472958563626,38302,0.0007326219133198401
Device intervention Number,biology_fail,Device intervention Number,biology_fail,num,num,abs_spearman,0.01777783873165175,0.006027629950662073,23862,0.008248161028301351
Device intervention Number,biology_pass,Device intervention Number,biology_pass,num,num,abs_spearman,0.01777783873165175,0.006027629950662073,23862,0.008248161028301351
oversight_info/has_dmc,start_date,oversight_info/has_dmc,start_date__days,cat,num,eta,0.017777024954945292,0.03426494306676611,14181,0.04411833343052528
Dietary Supplement intervention Number,intervention/intervention_type,Dietary Supplement intervention Number,intervention/intervention_type__n_items,num,num,abs_spearman,0.01769440579863396,4.179183401240307e-07,81786,7.05521110875147e-07
execution_pass,oversight_info/is_fda_regulated_device,execution_pass,oversight_info/is_fda_regulated_device,num,cat,eta,0.017624664249659413,0.040323107894095045,13535,0.05128092278240849
execution_fail,oversight_info/is_fda_regulated_device,execution_fail,oversight_info/is_fda_regulated_device,num,cat,eta,0.017624664249659375,0.040323107894095045,13535,0.05128092278240849
Other intervention Number,brief_title,Other intervention Number,brief_title__n_items,num,num,abs_spearman,0.017575634529233778,2.722243719324492e-06,71221,4.468147716328509e-06
Other intervention Number,enrollment,Other intervention Number,enrollment,num,num,abs_spearman,0.017550172405990903,0.0002154747491764962,44446,0.0003253066535258767
eligibility/gender,icdcode,eligibility/gender,icdcode__n_items,cat,num,eta,0.017539721368776857,1.7444202544930898e-05,71221,2.7859153807296454e-05
duration_month,intervention/intervention_name,duration_month,intervention/intervention_name__n_items,num,num,abs_spearman,0.017508264708950023,0.00028936803714823276,42855,0.0004334415746313191
Dietary Supplement intervention Number,number_of_arms,Dietary Supplement intervention Number,number_of_arms,num,num,abs_spearman,0.01743851877640407,1.09115103753502e-06,78123,1.8173661717657673e-06
Other Arm Number,biology_fail,Other Arm Number,biology_fail,num,num,abs_spearman,0.017396556034106427,0.0019818843240195054,31607,0.0028062578605062513
Other Arm Number,biology_pass,Other Arm Number,biology_pass,num,num,abs_spearman,0.017396556034106427,0.0019818843240195054,31607,0.0028062578605062513
has_expanded_access,study_design_info/intervention_model,has_expanded_access,study_design_info/intervention_model,cat,cat,cramers_v,0.01739490678934492,0.0003045053032765075,69686,0.00045584077026633796
No Intervention Arm Number,oversight_info/is_fda_regulated_drug,No Intervention Arm Number,oversight_info/is_fda_regulated_drug,num,cat,eta,0.01739163592769891,0.06418403716467418,11327,0.08002876686112159
No Intervention Arm Number,ipd_info_type-Study Protocol,No Intervention Arm Number,ipd_info_type-Study Protocol,num,num,abs_spearman,0.017332033213557856,0.42302372267905225,2139,0.46762186426042923
Sham Comparator Arm Number,eligibility/maximum_age,Sham Comparator Arm Number,eligibility/maximum_age__years,num,num,abs_spearman,0.01727104095892429,0.0008983060870980593,36962,0.0013054331148764195
Behavioral intervention Number,icdcode,Behavioral intervention Number,icdcode__n_items,num,num,abs_spearman,0.01726012404233754,7.958353807478437e-07,81786,1.3344473152215867e-06
brief_title,completion_date,brief_title__n_items,completion_date__days,num,num,abs_spearman,0.01725839975577615,0.00035304863288144686,42855,0.0005259747318407647
Experimental Arm Number,ipd_info_type-Informed Consent Form (ICF),Experimental Arm Number,ipd_info_type-Informed Consent Form (ICF),num,num,abs_spearman,0.017151580271332394,0.4278689347386133,2139,0.4723475356843421
Behavioral intervention Number,MaskingType-Investigator,Behavioral intervention Number,MaskingType-Investigator,num,num,abs_spearman,0.01713506364719036,1.0494992201140856e-06,81170,1.7503393033446327e-06
Active Comparator Arm Number,oversight_info/is_fda_regulated_device,Active Comparator Arm Number,oversight_info/is_fda_regulated_device,num,cat,eta,0.017115063933572837,0.06953388598592694,11246,0.0863095437937205
Behavioral intervention Number,biology_pass,Behavioral intervention Number,biology_pass,num,num,abs_spearman,0.01710767498410701,0.0015016574818099361,34427,0.00213846351994137
Behavioral intervention Number,biology_fail,Behavioral intervention Number,biology_fail,num,num,abs_spearman,0.01710767498410701,0.0015016574818099361,34427,0.00213846351994137
Active Comparator Arm Number,Genetic intervention Number,Active Comparator Arm Number,Genetic intervention Number,num,num,abs_spearman,0.017045164046604607,7.2185776966959115e-06,69293,1.1663306616573043e-05
completion_date,has_expanded_access,completion_date__days,has_expanded_access,num,cat,eta,0.017001891849970852,0.0004866807132717734,42084,0.0007190259051607354
oversight_info/has_dmc,oversight_info/is_fda_regulated_device,oversight_info/has_dmc,oversight_info/is_fda_regulated_device,cat,cat,cramers_v,0.016987356537583022,0.059122774960931324,12343,0.07394066219321306
Experimental Arm Number,dropout_rate,Experimental Arm Number,dropout_rate,num,num,abs_spearman,0.016829562597503456,0.0010325623494613651,38016,0.0014918124641927282
MaskingType-Investigator,eligibility/maximum_age,MaskingType-Investigator,eligibility/maximum_age__years,num,num,abs_spearman,0.01682767455514144,0.0005277200203189876,42427,0.0007773469178972639
Combination Product intervention Number,intervention/intervention_type,Combination Product intervention Number,intervention/intervention_type__n_items,num,num,abs_spearman,0.016727333847142676,1.718521513760482e-06,81786,2.841334638519493e-06
intervention_browse/mesh_term,location/facility/address/city,intervention_browse/mesh_term__n_items,location/facility/address/city__n_items,num,num,abs_spearman,0.01662026781833052,2.0006200766797867e-06,81786,3.2945930354865933e-06
Sham Comparator Arm Number,eligibility/minimum_age,Sham Comparator Arm Number,eligibility/minimum_age__years,num,num,abs_spearman,0.016618750943233982,1.5474124882197175e-05,67623,2.4760592615750147e-05
Experimental Arm Number,mortality_rate,Experimental Arm Number,mortality_rate,num,num,abs_spearman,0.016511496321460123,0.02722895624544565,17886,0.035481885825869135
No Intervention Arm Number,icdcode,No Intervention Arm Number,icdcode__n_items,num,num,abs_spearman,0.016486002492543665,1.4253461509605582e-05,69293,2.2836783914487342e-05
Combination Product intervention Number,MaskingType-Outcomes Assessor,Combination Product intervention Number,MaskingType-Outcomes Assessor,num,num,abs_spearman,0.0164816225479532,2.654114331080531e-06,81170,4.3592029826405286e-06
condition,location/facility/address/city,condition__n_items,location/facility/address/city__n_items,num,num,abs_spearman,0.016457028928903557,2.5179684480091464e-06,81786,4.14106657399254e-06
Active Comparator Arm Number,completion_date,Active Comparator Arm Number,completion_date__days,num,num,abs_spearman,0.01645495929307576,0.0007140299928321122,42293,0.0010449732227254412
eligibility/minimum_age,sae_rate,eligibility/minimum_age__years,sae_rate,num,num,abs_spearman,0.016430017775025316,0.03002588126385743,17440,0.03890214543309996
Combination Product intervention Number,execution_fail,Combination Product intervention Number,execution_fail,num,num,abs_spearman,0.01641826590417224,0.00016207759165854887,52772,0.00024603715044074157
Combination Product intervention Number,execution_pass,Combination Product intervention Number,execution_pass,num,num,abs_spearman,0.01641826590417224,0.00016207759165854887,52772,0.00024603715044074157
Behavioral intervention Number,execution_pass,Behavioral intervention Number,execution_pass,num,num,abs_spearman,0.016280625195008742,0.00018389579255717007,52772,0.0002779690051730947
Behavioral intervention Number,execution_fail,Behavioral intervention Number,execution_fail,num,num,abs_spearman,0.016280625195008742,0.00018389579255717007,52772,0.0002779690051730947
Behavioral intervention Number,MaskingType-Care Provider,Behavioral intervention Number,MaskingType-Care Provider,num,num,abs_spearman,0.016265938780005148,3.5787393172116307e-06,81170,5.843079634212157e-06
Combination Product intervention Number,Other Arm Number,Combination Product intervention Number,Other Arm Number,num,num,abs_spearman,0.01622013765628524,5.792256885800619e-06,78123,9.389274860544382e-06
Genetic intervention Number,patient_data/sharing_ipd,Genetic intervention Number,patient_data/sharing_ipd,num,cat,eta,0.016176128552686086,0.1707763896179614,13510,0.20218167136761986
Radiation intervention Number,responsible_party/responsible_party_type,Radiation intervention Number,responsible_party/responsible_party_type,num,cat,eta,0.016086111382121696,0.00015333200692620129,67878,0.0002333313148876976
Placebo Comparator Arm Number,approval_outcome,Placebo Comparator Arm Number,approval_outcome,num,num,abs_spearman,0.016026552422963858,0.007129183904438891,28187,0.009696782705271289
Dietary Supplement intervention Number,brief_title,Dietary Supplement intervention Number,brief_title__n_items,num,num,abs_spearman,0.01599928376121014,4.745433379681977e-06,81786,7.725470282352843e-06
Sham Comparator Arm Number,mortality_YN,Sham Comparator Arm Number,mortality_YN,num,num,abs_spearman,0.015976935074348796,0.032620839285482775,17886,0.042088673740615104
Dietary Supplement intervention Number,mortality_YN,Dietary Supplement intervention Number,mortality_YN,num,num,abs_spearman,0.01595529410843677,0.03271092072134225,17916,0.04218299843930228
No Intervention Arm Number,Radiation intervention Number,No Intervention Arm Number,Radiation intervention Number,num,num,abs_spearman,0.015881944168071076,2.9038064178602085e-05,69293,4.581561237068328e-05
MaskingType-Participant,has_expanded_access,MaskingType-Participant,has_expanded_access,num,cat,eta,0.015862708573503522,2.7819738828333182e-05,69785,4.4061217965843186e-05
Genetic intervention Number,condition_browse/mesh_term,Genetic intervention Number,condition_browse/mesh_term__n_items,num,num,abs_spearman,0.015847437385426617,2.3427519281034684e-05,71221,3.722339220803785e-05
approval_outcome,mortality_YN,approval_outcome,mortality_YN,num,num,abs_spearman,0.01584513345684016,0.24287162390297012,5434,0.28019312228360294
Combination Product intervention Number,intervention_browse/mesh_term,Combination Product intervention Number,intervention_browse/mesh_term__n_items,num,num,abs_spearman,0.01579655954081304,6.249942900551032e-06,81786,1.012458155662928e-05
Diagnostic Test intervention Number,Experimental Arm Number,Diagnostic Test intervention Number,Experimental Arm Number,num,num,abs_spearman,0.01579067153210745,3.226634043674059e-05,69293,5.0780149452375156e-05
ipd_info_type-Clinical Study Report (CSR),ipd_info_type-Study Protocol,ipd_info_type-Clinical Study Report (CSR),ipd_info_type-Study Protocol,num,num,abs_spearman,0.015685989027630264,0.4677747944570891,2145,0.5129833910970284
Sham Comparator Arm Number,intervention/intervention_name,Sham Comparator Arm Number,intervention/intervention_name__n_items,num,num,abs_spearman,0.015681099013575152,3.6592672039954906e-05,69293,5.737084543803656e-05
Active Comparator Arm Number,duration_year,Active Comparator Arm Number,duration_year,num,num,abs_spearman,0.015586645719233815,0.001348118894710857,42293,0.0019308792238365876
Active Comparator Arm Number,duration_day,Active Comparator Arm Number,duration_day,num,num,abs_spearman,0.015586645719233815,0.001348118894710857,42293,0.0019308792238365876
Other Arm Number,smiless,Other Arm Number,smiless__n_items,num,num,abs_spearman,0.015581380314339222,1.3290474224331833e-05,78123,2.1321386989970693e-05
Diagnostic Test intervention Number,number_of_arms,Diagnostic Test intervention Number,number_of_arms,num,num,abs_spearman,0.01554524519725392,4.272336407773284e-05,69293,6.66881656615365e-05
Procedure intervention Number,ipd_info_type-Study Protocol,Procedure intervention Number,ipd_info_type-Study Protocol,num,num,abs_spearman,0.015509234858198238,0.47280573751448385,2145,0.5182718384311833
Dietary Supplement intervention Number,mortality_rate,Dietary Supplement intervention Number,mortality_rate,num,num,abs_spearman,0.015455932774219255,0.03856804431190351,17916,0.04940288150261867
enrollment,ipd_info_type-Analytic Code,enrollment,ipd_info_type-Analytic Code,num,num,abs_spearman,0.01541505144423707,0.4754985817038658,2145,0.5207642025271514
Experimental Arm Number,biology_pass,Experimental Arm Number,biology_pass,num,num,abs_spearman,0.015410242197634011,0.006148737678026324,31607,0.008400007218194292
Experimental Arm Number,biology_fail,Experimental Arm Number,biology_fail,num,num,abs_spearman,0.015410242197634011,0.006148737678026324,31607,0.008400007218194292
eligibility/gender,enrollment,eligibility/gender,enrollment,cat,num,eta,0.015389382894682939,0.005177618063401124,44446,0.007132140181569729
Device intervention Number,duration_month,Device intervention Number,duration_month,num,num,abs_spearman,0.015382210434491424,0.0014503638698949693,42855,0.0020713529980971256
Diagnostic Test intervention Number,eligibility/maximum_age,Diagnostic Test intervention Number,eligibility/maximum_age__years,num,num,abs_spearman,0.015300780804424425,0.002890637418863185,37908,0.004042337639772096
condition,dropout_YN,condition__n_items,dropout_YN,num,num,abs_spearman,0.015289588101609802,0.0027680535454702136,38302,0.0038730929394670504
Genetic intervention Number,completion_date,Genetic intervention Number,completion_date__days,num,num,abs_spearman,0.015265655587373224,0.0015760466079014972,42855,0.00224182931919589
intervention/intervention_type,ipd_info_type-Study Protocol,intervention/intervention_type__n_items,ipd_info_type-Study Protocol,num,num,abs_spearman,0.015220217984929158,0.46593744959925676,2297,0.5111940672203766
Device intervention Number,duration_year,Device intervention Number,duration_year,num,num,abs_spearman,0.01520049292345103,0.0016506087178996887,42855,0.002345204496272571
Device intervention Number,duration_day,Device intervention Number,duration_day,num,num,abs_spearman,0.01520049292345103,0.0016506087178996887,42855,0.002345204496272571
biology_pass,enrollment,biology_pass,enrollment,num,num,abs_spearman,0.015043367947562274,0.03935253928310491,18761,0.05032993315415116
biology_fail,enrollment,biology_fail,enrollment,num,num,abs_spearman,0.015043367947562274,0.03935253928310491,18761,0.05032993315415116
Diagnostic Test intervention Number,responsible_party/responsible_party_type,Diagnostic Test intervention Number,responsible_party/responsible_party_type,num,cat,eta,0.014990207180749773,0.0004872041270237854,67878,0.000719371512569285
Active Comparator Arm Number,duration_month,Active Comparator Arm Number,duration_month,num,num,abs_spearman,0.014981943076754914,0.002061974172498794,42293,0.0029130220685955107
Diagnostic Test intervention Number,smiless,Diagnostic Test intervention Number,smiless__n_items,num,num,abs_spearman,0.014972587471488349,6.444142389778503e-05,71221,9.989827722145713e-05
Genetic intervention Number,mortality_rate,Genetic intervention Number,mortality_rate,num,num,abs_spearman,0.014931805607262406,0.04565121277829446,17916,0.05774902087088633
Placebo Comparator Arm Number,intervention/intervention_type,Placebo Comparator Arm Number,intervention/intervention_type__n_items,num,num,abs_spearman,0.014904436587064723,3.0995255505461715e-05,78123,4.881065268128794e-05
Biological intervention Number,biology_fail,Biological intervention Number,biology_fail,num,num,abs_spearman,0.014881030471993156,0.005759723846392161,34427,0.007890250142383969
Biological intervention Number,biology_pass,Biological intervention Number,biology_pass,num,num,abs_spearman,0.014881030471993156,0.005759723846392161,34427,0.007890250142383969
MaskingType-Care Provider,biology_fail,MaskingType-Care Provider,biology_fail,num,num,abs_spearman,0.014842726504308372,0.006173089730667813,34038,0.008424013168978318
MaskingType-Care Provider,biology_pass,MaskingType-Care Provider,biology_pass,num,num,abs_spearman,0.014842726504308372,0.006173089730667813,34038,0.008424013168978318
enrollment,icdcode,enrollment,icdcode__n_items,num,num,abs_spearman,0.014564549764119349,0.0021362418801867456,44446,0.0030162278819682174
Diagnostic Test intervention Number,MaskingType-Participant,Diagnostic Test intervention Number,MaskingType-Participant,num,num,abs_spearman,0.01454732209217168,0.00010776752973724067,70854,0.00016500450486570738
ipd_info_type-Study Protocol,oversight_info/is_fda_regulated_device,ipd_info_type-Study Protocol,oversight_info/is_fda_regulated_device,num,cat,eta,0.014526204096668431,0.5619838648021781,1596,0.6093062408522743
Other intervention Number,sae_YN,Other intervention Number,sae_YN,num,num,abs_spearman,0.014518454998764311,0.05198334505519013,17916,0.065373791731856
Dietary Supplement intervention Number,intervention_browse/mesh_term,Dietary Supplement intervention Number,intervention_browse/mesh_term__n_items,num,num,abs_spearman,0.014464718964980543,3.5216761405532234e-05,81786,5.531836415470771e-05
number_of_arms,sae_YN,number_of_arms,sae_YN,num,num,abs_spearman,0.014453676561988257,0.05323870813715784,17886,0.06685103068258577
Radiation intervention Number,eligibility/gender,Radiation intervention Number,eligibility/gender,num,cat,eta,0.01443685179592001,0.000597654879283105,71221,0.000876725132832654
intervention_browse/mesh_term,sae_YN,intervention_browse/mesh_term__n_items,sae_YN,num,num,abs_spearman,0.01443419844304044,0.05336038620454616,17916,0.06696997965570566
Sham Comparator Arm Number,eligibility/gender,Sham Comparator Arm Number,eligibility/gender,num,cat,eta,0.014399286531825865,0.0007586119870027328,69293,0.0011076091584616868
eligibility/gender,has_expanded_access,eligibility/gender,has_expanded_access,cat,cat,cramers_v,0.01439242817812885,0.0007010607698247614,70125,0.0010265975327133365
Dietary Supplement intervention Number,No Intervention Arm Number,Dietary Supplement intervention Number,No Intervention Arm Number,num,num,abs_spearman,0.014275722348767315,0.0001712751443425354,69293,0.0002596819607633926
brief_title,condition_browse/mesh_term,brief_title__n_items,condition_browse/mesh_term__n_items,num,num,abs_spearman,0.01424170478240083,4.6406865240742216e-05,81786,7.239237923618607e-05
eligibility/minimum_age,responsible_party/responsible_party_type,eligibility/minimum_age__years,responsible_party/responsible_party_type,num,cat,eta,0.014235498753008542,0.0012166934024313125,66235,0.001747678095399891
Behavioral intervention Number,MaskingType-Participant,Behavioral intervention Number,MaskingType-Participant,num,num,abs_spearman,0.01418206901695117,5.330054112615292e-05,81170,8.304190890187461e-05
biology_fail,eligibility/gender,biology_fail,eligibility/gender,num,cat,eta,0.014154233935649867,0.09160921936518761,23862,0.11236372661524739
biology_pass,eligibility/gender,biology_pass,eligibility/gender,num,cat,eta,0.01415423393564984,0.09160921936518761,23862,0.11236372661524739
Genetic intervention Number,brief_title,Genetic intervention Number,brief_title__n_items,num,num,abs_spearman,0.014033795780128222,0.00018013911201409944,71221,0.0002726222249421663
Device intervention Number,study_design_info/allocation,Device intervention Number,study_design_info/allocation,num,cat,eta,0.013984214589234895,0.0011101369108023756,54376,0.0016020268428245665
Biological intervention Number,MaskingType-Care Provider,Biological intervention Number,MaskingType-Care Provider,num,num,abs_spearman,0.013943487062729612,7.106846844056308e-05,81170,0.00010996584313499331
Behavioral intervention Number,dropout_YN,Behavioral intervention Number,dropout_YN,num,num,abs_spearman,0.013905187219062271,0.006500357606368105,38302,0.00886190659669296
intervention/intervention_type,study_design_info/allocation,intervention/intervention_type__n_items,study_design_info/allocation,num,cat,eta,0.013898951596137191,0.0005338539160452089,62081,0.0007859164581589716
