col_a,col_b,sub_a,sub_b,role_a,role_b,metric,effect_size,p,n_valid,p_adj
MaskingType-Outcomes Assessor,Sham Comparator Arm Number,MaskingType-Outcomes Assessor,Sham Comparator Arm Number,num,num,abs_spearman,0.07137329992613908,8.923910349275754e-79,69142,3.6353962652377456e-78
oversight_info/has_dmc,study_design_info/allocation,oversight_info/has_dmc,study_design_info/allocation,cat,cat,cramers_v,0.07129941000706738,4.022119143957318e-40,34580,1.1772633772360349e-39
MaskingType-Investigator,failure_reason,MaskingType-Investigator,failure_reason,num,cat,eta,0.07078807222379371,3.624489391306472e-22,20495,8.602536902957575e-22
responsible_party/responsible_party_type,sae_rate,responsible_party/responsible_party_type,sae_rate,cat,num,eta,0.07077055310569723,3.0749732831803434e-20,17899,7.141409914675844e-20
responsible_party/responsible_party_type,study_design_info/allocation,responsible_party/responsible_party_type,study_design_info/allocation,cat,cat,cramers_v,0.07068037489374082,2.1862431269136807e-56,51309,7.432030328837889e-56
intervention/intervention_type,number_of_arms,intervention/intervention_type__n_items,number_of_arms,num,num,abs_spearman,0.07064335287975093,5.445991045885928e-87,78123,2.3333254739700916e-86
Active Comparator Arm Number,failure_reason,Active Comparator Arm Number,failure_reason,num,cat,eta,0.07051439438627644,6.988038390958518e-11,10089,1.3337385101022978e-10
location/facility/address/city,start_date,location/facility/address/city__n_items,start_date__days,num,num,abs_spearman,0.07042686300379325,2.931233899177311e-48,42855,9.338610563404638e-48
Procedure intervention Number,number_of_arms,Procedure intervention Number,number_of_arms,num,num,abs_spearman,0.0703125279567174,1.1532114688543383e-76,69293,4.59251682708819e-76
ipd_info_type-Informed Consent Form (ICF),ipd_info_type-Study Protocol,ipd_info_type-Informed Consent Form (ICF),ipd_info_type-Study Protocol,num,num,abs_spearman,0.07020816164293157,0.0011389202806768716,2145,0.0016397548652850671
Behavioral intervention Number,No Intervention Arm Number,Behavioral intervention Number,No Intervention Arm Number,num,num,abs_spearman,0.07000696214236035,5.153719321133037e-76,69293,2.0491188020824959e-75
brief_title,sae_YN,brief_title__n_items,sae_YN,num,num,abs_spearman,0.06988241264277886,7.633589875700785e-21,17916,1.7946519244197213e-20
Drug intervention Number,eligibility/maximum_age,Drug intervention Number,eligibility/maximum_age__years,num,num,abs_spearman,0.06985936431861735,2.0721417825000118e-47,42760,6.542912743980343e-47
icdcode,start_date,icdcode__n_items,start_date__days,num,num,abs_spearman,0.06973855771543999,2.3629901631492486e-47,42855,7.451815425667364e-47
eligibility/healthy_volunteers,intervention/intervention_type,eligibility/healthy_volunteers,intervention/intervention_type__n_items,cat,num,eta,0.0696750939549222,2.2949387465326683e-88,81613,9.883748327788008e-88
oversight_info/is_fda_regulated_drug,smiless,oversight_info/is_fda_regulated_drug,smiless__n_items,cat,num,eta,0.06947118526912746,3.389471936901504e-16,13761,7.311491113889095e-16
Genetic intervention Number,Procedure intervention Number,Genetic intervention Number,Procedure intervention Number,num,num,abs_spearman,0.06937146744812571,1.0708627855670773e-76,71221,4.271418976138342e-76
has_expanded_access,sponsors/lead_sponsor/agency_class,has_expanded_access,sponsors/lead_sponsor/agency_class,cat,cat,cramers_v,0.06931508637250029,1.0126661759381074e-72,70125,3.9629534601672394e-72
intervention_browse/mesh_term,ipd_info_type-Statistical Analysis Plan (SAP),intervention_browse/mesh_term__n_items,ipd_info_type-Statistical Analysis Plan (SAP),num,num,abs_spearman,0.06928416464375663,0.0008912839317935213,2297,0.0012959862905248102
smiless,study_design_info/intervention_model,smiless__n_items,study_design_info/intervention_model,num,cat,eta,0.0692551675823944,6.893191921417146e-83,80897,2.8789213318859844e-82
MaskingType-Care Provider,execution_pass,MaskingType-Care Provider,execution_pass,num,num,abs_spearman,0.069245947844513,9.72734609475714e-57,52422,3.315837454797187e-56
MaskingType-Care Provider,execution_fail,MaskingType-Care Provider,execution_fail,num,num,abs_spearman,0.069245947844513,9.72734609475714e-57,52422,3.315837454797187e-56
Active Comparator Arm Number,sae_YN,Active Comparator Arm Number,sae_YN,num,num,abs_spearman,0.0692414181552216,1.848810775419293e-20,17886,4.30984500648869e-20
failure_reason,study_design_info/masking_num,failure_reason,study_design_info/masking_num,cat,num,eta,0.06909976909688781,4.0271782441399354e-21,20495,9.485817949467052e-21
Radiation intervention Number,approval_outcome,Radiation intervention Number,approval_outcome,num,num,abs_spearman,0.06906680539516048,9.112785432110707e-34,30683,2.513348701309113e-33
ipd_info_type-Clinical Study Report (CSR),smiless,ipd_info_type-Clinical Study Report (CSR),smiless__n_items,num,num,abs_spearman,0.068949916892267,0.0013968647399833216,2145,0.001998393136936416
ipd_info_type-Analytic Code,ipd_info_type-Study Protocol,ipd_info_type-Analytic Code,ipd_info_type-Study Protocol,num,num,abs_spearman,0.06888129486621884,0.000955191071795192,2297,0.0013840523693358904
responsible_party/responsible_party_type,start_date,responsible_party/responsible_party_type,start_date__days,cat,num,eta,0.06886026490482952,7.688085056900382e-45,42745,2.327026963020396e-44
No Intervention Arm Number,sae_rate,No Intervention Arm Number,sae_rate,num,num,abs_spearman,0.06874335753045753,3.452426997522164e-20,17886,8.01053322954489e-20
phase,smiless,phase,smiless__n_items,cat,num,eta,0.0686573513045076,1.934010186286077e-83,81786,8.118269109663684e-83
MaskingType-Investigator,ipd_info_type-Informed Consent Form (ICF),MaskingType-Investigator,ipd_info_type-Informed Consent Form (ICF),num,num,abs_spearman,0.06858707430434699,0.0014806815692626656,2145,0.0021122237081617245
Placebo Comparator Arm Number,failure_reason,Placebo Comparator Arm Number,failure_reason,num,cat,eta,0.0685617853119343,3.3748404817336894e-19,18919,7.679925455227306e-19
responsible_party/responsible_party_type,study_design_info/primary_purpose,responsible_party/responsible_party_type,study_design_info/primary_purpose,cat,cat,cramers_v,0.06850444332741515,1.827190014854493e-124,67490,9.702066638703877e-124
ipd_info_type-Study Protocol,mortality_rate,ipd_info_type-Study Protocol,mortality_rate,num,num,abs_spearman,0.06844951500774948,0.003500662619937722,1818,0.004878938087798788
oversight_info/is_fda_regulated_device,patient_data/sharing_ipd,oversight_info/is_fda_regulated_device,patient_data/sharing_ipd,cat,cat,cramers_v,0.06819400418717922,1.6879771848546853e-08,7697,2.994020916747961e-08
eligibility/gender,eligibility/maximum_age,eligibility/gender,eligibility/maximum_age__years,cat,num,eta,0.06817890688358828,4.469692472307016e-39,37908,1.297568433841464e-38
brief_title,ipd_info_type-Analytic Code,brief_title__n_items,ipd_info_type-Analytic Code,num,num,abs_spearman,0.06813345144802375,0.0010851962580289522,2297,0.001566945206973821
Radiation intervention Number,intervention_browse/mesh_term,Radiation intervention Number,intervention_browse/mesh_term__n_items,num,num,abs_spearman,0.06792858224220656,2.9975611480001814e-84,81786,1.2668264375476957e-83
approval_outcome,eligibility/healthy_volunteers,approval_outcome,eligibility/healthy_volunteers,num,cat,eta,0.0678999386967323,1.408995108540023e-32,30572,3.83499763934497e-32
No Intervention Arm Number,sae_YN,No Intervention Arm Number,sae_YN,num,num,abs_spearman,0.06762693631456121,1.3774627757685652e-19,17886,3.16358132882152e-19
Drug intervention Number,responsible_party/responsible_party_type,Drug intervention Number,responsible_party/responsible_party_type,num,cat,eta,0.06728723630871061,1.3097369814729662e-67,67878,4.8917175496777946e-67
Experimental Arm Number,eligibility/gender,Experimental Arm Number,eligibility/gender,num,cat,eta,0.06703473679045463,1.7198424583389886e-68,69293,6.485293640322286e-68
MaskingType-Participant,Sham Comparator Arm Number,MaskingType-Participant,Sham Comparator Arm Number,num,num,abs_spearman,0.06698681955968672,1.3606277376458135e-69,69142,5.1620762260303e-69
Procedure intervention Number,enrollment,Procedure intervention Number,enrollment,num,num,abs_spearman,0.06698531236828952,2.231534615942594e-45,44446,6.82926541947949e-45
approval_outcome,eligibility/maximum_age,approval_outcome,eligibility/maximum_age__years,num,num,abs_spearman,0.06684790671933147,3.972164992880922e-15,13782,8.365110175685669e-15
ipd_info_type-Analytic Code,mortality_YN,ipd_info_type-Analytic Code,mortality_YN,num,num,abs_spearman,0.06679675770659618,0.0043814912176297054,1818,0.006075896024447443
intervention/intervention_name,oversight_info/has_dmc,intervention/intervention_name__n_items,oversight_info/has_dmc,num,cat,eta,0.0666764769009569,2.0500557640149122e-46,45926,6.375955661548256e-46
Procedure intervention Number,study_design_info/primary_purpose,Procedure intervention Number,study_design_info/primary_purpose,num,cat,eta,0.0665113405662687,4.55006834427724e-62,70604,1.61527426221842e-61
Drug intervention Number,patient_data/sharing_ipd,Drug intervention Number,patient_data/sharing_ipd,num,cat,eta,0.06606189722014481,1.4853552139735846e-13,13510,3.005788034791822e-13
oversight_info/is_fda_regulated_drug,patient_data/sharing_ipd,oversight_info/is_fda_regulated_drug,patient_data/sharing_ipd,cat,cat,cramers_v,0.06605224927346132,4.556825011890394e-08,7749,7.957631872486036e-08
Behavioral intervention Number,study_design_info/primary_purpose,Behavioral intervention Number,study_design_info/primary_purpose,num,cat,eta,0.0660461297461412,8.726963373832878e-71,80983,3.341526037592404e-70
has_expanded_access,ipd_info_type-Informed Consent Form (ICF),has_expanded_access,ipd_info_type-Informed Consent Form (ICF),cat,num,eta,0.06598063588981794,0.002352855756837405,2123,0.003310785139151161
No Intervention Arm Number,approval_outcome,No Intervention Arm Number,approval_outcome,num,num,abs_spearman,0.06595196593944565,2.229020710227861e-23,22770,5.393492176159917e-23
dropout_YN,ipd_info_type-Study Protocol,dropout_YN,ipd_info_type-Study Protocol,num,num,abs_spearman,0.06589031152870078,0.0024899728686546617,2105,0.003495809366444539
Behavioral intervention Number,sae_rate,Behavioral intervention Number,sae_rate,num,num,abs_spearman,0.06577778759646168,1.2148066469207932e-18,17916,2.746855793992876e-18
MaskingType-Participant,patient_data/sharing_ipd,MaskingType-Participant,patient_data/sharing_ipd,num,cat,eta,0.06558444292363319,2.3599329908447795e-13,13493,4.748529135424515e-13
Radiation intervention Number,ipd_info_type-Clinical Study Report (CSR),Radiation intervention Number,ipd_info_type-Clinical Study Report (CSR),num,num,abs_spearman,0.06552270631233705,0.002396422973914928,2145,0.003370181714871871
biology_pass,oversight_info/is_fda_regulated_drug,biology_pass,oversight_info/is_fda_regulated_drug,num,cat,eta,0.06546052109517171,4.097983687523773e-07,5975,6.92754385271876e-07
biology_fail,oversight_info/is_fda_regulated_drug,biology_fail,oversight_info/is_fda_regulated_drug,num,cat,eta,0.06546052109517167,4.097983687523773e-07,5975,6.92754385271876e-07
Combination Product intervention Number,start_date,Combination Product intervention Number,start_date__days,num,num,abs_spearman,0.0653222312693173,9.494388568655464e-42,42855,2.822195645108711e-41
oversight_info/has_dmc,patient_data/sharing_ipd,oversight_info/has_dmc,patient_data/sharing_ipd,cat,cat,cramers_v,0.06512224820177216,4.085202822448759e-12,12367,8.00609543673909e-12
condition,intervention_browse/mesh_term,condition__n_items,intervention_browse/mesh_term__n_items,num,num,abs_spearman,0.06510698946800335,1.5525001667533278e-77,81786,6.273110429889463e-77
ipd_info_type-Study Protocol,mortality_YN,ipd_info_type-Study Protocol,mortality_YN,num,num,abs_spearman,0.06508677908009058,0.0054997338087120675,1818,0.007550739510856071
Biological intervention Number,brief_title,Biological intervention Number,brief_title__n_items,num,num,abs_spearman,0.06507454272984775,1.847482005296579e-77,81786,7.452910362275972e-77
Radiation intervention Number,eligibility/healthy_volunteers,Radiation intervention Number,eligibility/healthy_volunteers,num,cat,eta,0.06502236663328705,3.528650738755825e-77,81613,1.4211826719300203e-76
Drug intervention Number,Other Arm Number,Drug intervention Number,Other Arm Number,num,num,abs_spearman,0.06497563971978243,7.442570098087348e-74,78123,2.9263902996435224e-73
Radiation intervention Number,smiless,Radiation intervention Number,smiless__n_items,num,num,abs_spearman,0.06483251160812387,6.744206115028501e-77,81786,2.7074882384242043e-76
MaskingType-Participant,failure_reason,MaskingType-Participant,failure_reason,num,cat,eta,0.06480492026659279,1.406700306575662e-18,20495,3.177863874400473e-18
Drug intervention Number,failure_reason,Drug intervention Number,failure_reason,num,cat,eta,0.06480155371513717,7.990524130010999e-19,20769,1.810068592805591e-18
Placebo Comparator Arm Number,oversight_info/is_fda_regulated_device,Placebo Comparator Arm Number,oversight_info/is_fda_regulated_device,num,cat,eta,0.06474088547958312,3.6997385669826683e-14,13650,7.623424825001601e-14
condition,ipd_info_type-Clinical Study Report (CSR),condition__n_items,ipd_info_type-Clinical Study Report (CSR),num,num,abs_spearman,0.06462493262104463,0.0027495433033008407,2145,0.003849360624621177
Radiation intervention Number,oversight_info/is_fda_regulated_device,Radiation intervention Number,oversight_info/is_fda_regulated_device,num,cat,eta,0.06462237984316244,3.895278315732701e-14,13676,8.019690650037913e-14
eligibility/gender,oversight_info/is_fda_regulated_drug,eligibility/gender,oversight_info/is_fda_regulated_drug,cat,cat,cramers_v,0.06453686263356341,5.5562914787037035e-11,11339,1.0662072837512512e-10
Sham Comparator Arm Number,study_design_info/masking_num,Sham Comparator Arm Number,study_design_info/masking_num,num,num,abs_spearman,0.0644409677411983,1.569362327642483e-64,69142,5.760510168672926e-64
mortality_YN,study_design_info/allocation,mortality_YN,study_design_info/allocation,num,cat,eta,0.06443649690147775,1.1131074074474817e-13,13259,2.265415157663384e-13
ipd_info_type-Study Protocol,number_of_arms,ipd_info_type-Study Protocol,number_of_arms,num,num,abs_spearman,0.06438542357125775,0.0020519183942632586,2290,0.0029004648519591566
MaskingType-Participant,ipd_info_type-Informed Consent Form (ICF),MaskingType-Participant,ipd_info_type-Informed Consent Form (ICF),num,num,abs_spearman,0.0640121474434318,0.0030171833377857812,2145,0.004214559074984635
has_expanded_access,sae_rate,has_expanded_access,sae_rate,cat,num,eta,0.06399201882825424,2.059960082211534e-17,17570,4.534101686710064e-17
brief_title,ipd_info_type-Statistical Analysis Plan (SAP),brief_title__n_items,ipd_info_type-Statistical Analysis Plan (SAP),num,num,abs_spearman,0.06397856888073386,0.002156576583177069,2297,0.0030432099995428828
MaskingType-Participant,intervention/intervention_type,MaskingType-Participant,intervention/intervention_type__n_items,num,num,abs_spearman,0.06393883308360923,2.7337490815247755e-74,81170,1.0783121377125504e-73
Drug intervention Number,brief_title,Drug intervention Number,brief_title__n_items,num,num,abs_spearman,0.06389262068417519,9.835885480872639e-75,81786,3.885878445146027e-74
MaskingType-Participant,eligibility/minimum_age,MaskingType-Participant,eligibility/minimum_age__years,num,num,abs_spearman,0.06385663490583177,2.9443844073926487e-72,79096,1.1468331116568545e-71
ipd_info_type-Analytic Code,mortality_rate,ipd_info_type-Analytic Code,mortality_rate,num,num,abs_spearman,0.06370947519153639,0.006580941680296141,1818,0.008965811444921003
Active Comparator Arm Number,brief_title,Active Comparator Arm Number,brief_title__n_items,num,num,abs_spearman,0.06370865843918652,3.0309941528610414e-63,69293,1.1027848418535415e-62
Device intervention Number,sae_YN,Device intervention Number,sae_YN,num,num,abs_spearman,0.06368224553654012,1.4386821515352973e-17,17916,3.1807163225669164e-17
MaskingType-Investigator,intervention/intervention_type,MaskingType-Investigator,intervention/intervention_type__n_items,num,num,abs_spearman,0.06367012655983918,1.1102252759675944e-73,81170,4.3515927614818167e-73
ipd_info_type-Statistical Analysis Plan (SAP),mortality_YN,ipd_info_type-Statistical Analysis Plan (SAP),mortality_YN,num,num,abs_spearman,0.06364686006007336,0.0066343515917627206,1818,0.009033623948235814
failure_reason,oversight_info/has_dmc,failure_reason,oversight_info/has_dmc,cat,cat,cramers_v,0.06361137025221712,3.4327562282134305e-12,13941,6.759428864588253e-12
biology_pass,oversight_info/has_dmc,biology_pass,oversight_info/has_dmc,num,cat,eta,0.06331368050497939,1.4298308536809887e-22,23795,3.426354552938532e-22
biology_fail,oversight_info/has_dmc,biology_fail,oversight_info/has_dmc,num,cat,eta,0.06331368050497936,1.429830853680989e-22,23795,3.426354552938532e-22
execution_pass,number_of_arms,execution_pass,number_of_arms,num,num,abs_spearman,0.06312086791444857,6.47461817641498e-46,50684,1.9962067206440726e-45
execution_fail,number_of_arms,execution_fail,number_of_arms,num,num,abs_spearman,0.06312086791444857,6.47461817641498e-46,50684,1.9962067206440726e-45
icdcode,study_design_info/masking,icdcode__n_items,study_design_info/masking,num,cat,eta,0.06305224745686884,1.9051471448478031e-53,75043,6.320815293653927e-53
condition_browse/mesh_term,study_design_info/masking,condition_browse/mesh_term__n_items,study_design_info/masking,num,cat,eta,0.06276991728452438,6.790872770856191e-53,75043,2.2381059463630816e-52
No Intervention Arm Number,location/facility/address/city,No Intervention Arm Number,location/facility/address/city__n_items,num,num,abs_spearman,0.06273413879174276,2.2371691556577677e-61,69293,7.885624612495819e-61
has_expanded_access,mortality_YN,has_expanded_access,mortality_YN,cat,num,eta,0.06264338173107248,9.484295838762261e-17,17570,2.0746897147292446e-16
eligibility/maximum_age,location/facility/address/city,eligibility/maximum_age__years,location/facility/address/city__n_items,num,num,abs_spearman,0.062480134742940806,2.9619262392656335e-38,42760,8.538731675841183e-38
MaskingType-Outcomes Assessor,sponsors/lead_sponsor/agency_class,MaskingType-Outcomes Assessor,sponsors/lead_sponsor/agency_class,num,cat,eta,0.06238207234587158,1.3687257072866502e-59,70854,4.7437704080994785e-59
Procedure intervention Number,patient_data/sharing_ipd,Procedure intervention Number,patient_data/sharing_ipd,num,cat,eta,0.062342967223933295,3.786410689908579e-12,13510,7.438126928397485e-12
dropout_YN,eligibility/gender,dropout_YN,eligibility/gender,num,cat,eta,0.06233887938749331,4.14861641151291e-33,38302,1.1404105954214138e-32
dropout_YN,intervention/intervention_name,dropout_YN,intervention/intervention_name__n_items,num,num,abs_spearman,0.06222239868178141,3.5621836607621385e-34,38302,9.879493746644992e-34
Biological intervention Number,intervention_browse/mesh_term,Biological intervention Number,intervention_browse/mesh_term__n_items,num,num,abs_spearman,0.062141348969375405,8.714461641873924e-71,81786,3.341526037592404e-70
intervention/intervention_name,responsible_party/responsible_party_type,intervention/intervention_name__n_items,responsible_party/responsible_party_type,num,cat,eta,0.06201691372576867,1.598008664775218e-57,67878,5.484877806583449e-57
intervention/intervention_name,start_date,intervention/intervention_name__n_items,start_date__days,num,num,abs_spearman,0.0619190739323244,1.1124477692317616e-37,42855,3.1885036984324427e-37
MaskingType-Care Provider,intervention_browse/mesh_term,MaskingType-Care Provider,intervention_browse/mesh_term__n_items,num,num,abs_spearman,0.061764409183369694,1.9426528557555565e-69,81170,7.347781349395065e-69
Active Comparator Arm Number,ipd_info_type-Analytic Code,Active Comparator Arm Number,ipd_info_type-Analytic Code,num,num,abs_spearman,0.06172141414429307,0.004295182362403774,2139,0.005962864899761664
condition_browse/mesh_term,execution_pass,condition_browse/mesh_term__n_items,execution_pass,num,num,abs_spearman,0.06164616451142391,1.3159076211331914e-45,52772,4.0470673744009666e-45
condition_browse/mesh_term,execution_fail,condition_browse/mesh_term__n_items,execution_fail,num,num,abs_spearman,0.06164616451142391,1.3159076211331914e-45,52772,4.0470673744009666e-45
condition,number_of_arms,condition__n_items,number_of_arms,num,num,abs_spearman,0.06158070425610303,1.6319035012581565e-66,78123,6.061704335764602e-66
Drug intervention Number,ipd_info_type-Statistical Analysis Plan (SAP),Drug intervention Number,ipd_info_type-Statistical Analysis Plan (SAP),num,num,abs_spearman,0.061573436654728406,0.0031549102545522594,2297,0.004404467405933913
intervention/intervention_name,sponsors/lead_sponsor/agency_class,intervention/intervention_name__n_items,sponsors/lead_sponsor/agency_class,num,cat,eta,0.061535823731820816,2.8103282912686332e-58,71221,9.672667318286085e-58
responsible_party/responsible_party_type,study_design_info/intervention_model,responsible_party/responsible_party_type,study_design_info/intervention_model,cat,cat,cramers_v,0.06153191378129591,2.161051107871052e-105,67576,1.050922114101676e-104
icdcode,study_design_info/intervention_model,icdcode__n_items,study_design_info/intervention_model,num,cat,eta,0.061391059478025395,7.227787606856793e-65,80897,2.6569603850649604e-64
Other Arm Number,phase,Other Arm Number,phase,num,cat,eta,0.061227658559814394,2.6587943091125545e-63,78123,9.702061465704402e-63
approval_outcome,condition,approval_outcome,condition__n_items,num,num,abs_spearman,0.06120890180653576,7.25509275677616e-27,30683,1.84156338106116e-26
eligibility/maximum_age,number_of_arms,eligibility/maximum_age__years,number_of_arms,num,num,abs_spearman,0.061092740209026636,2.65504938354306e-35,41114,7.463572079303737e-35
eligibility/minimum_age,study_design_info/intervention_model,eligibility/minimum_age__years,study_design_info/intervention_model,num,cat,eta,0.06103705092254855,1.8839233530232225e-62,78839,6.70709102043368e-62
Radiation intervention Number,failure_reason,Radiation intervention Number,failure_reason,num,cat,eta,0.06098822050486718,1.1177718623826895e-16,20769,2.442975442410716e-16
Dietary Supplement intervention Number,sponsors/lead_sponsor/agency_class,Dietary Supplement intervention Number,sponsors/lead_sponsor/agency_class,num,cat,eta,0.06096946241267129,3.324904112426188e-57,71221,1.1365043630507671e-56
failure_reason,smiless,failure_reason,smiless__n_items,cat,num,eta,0.06083266609982317,1.3584251285164806e-16,20769,2.9585332553579793e-16
Drug intervention Number,intervention/intervention_type,Drug intervention Number,intervention/intervention_type__n_items,num,num,abs_spearman,0.06083125163094435,6.628338249680507e-68,81786,2.4881299925160212e-67
Other Arm Number,study_design_info/intervention_model,Other Arm Number,study_design_info/intervention_model,num,cat,eta,0.06057009777175048,9.96994444502064e-61,77887,3.484572706874303e-60
eligibility/gender,intervention_browse/mesh_term,eligibility/gender,intervention_browse/mesh_term__n_items,cat,num,eta,0.06054688553638591,1.5960843686553764e-57,71221,5.484877806583449e-57
ipd_info_type-Analytic Code,smiless,ipd_info_type-Analytic Code,smiless__n_items,num,num,abs_spearman,0.06053344270962675,0.0037046855881855503,2297,0.005157503465905373
study_design_info/masking,study_design_info/primary_purpose,study_design_info/masking,study_design_info/primary_purpose,cat,cat,cramers_v,0.06045399406520985,0.0,74379,0.0
MaskingType-Care Provider,Other Arm Number,MaskingType-Care Provider,Other Arm Number,num,num,abs_spearman,0.06040585277599385,6.330758005903893e-64,77947,2.3169268990679194e-63
oversight_info/is_fda_regulated_device,sae_YN,oversight_info/is_fda_regulated_device,sae_YN,cat,num,eta,0.06039448350057598,7.394196032061322e-10,10378,1.3671560371780049e-09
Other Arm Number,ipd_info_type-Study Protocol,Other Arm Number,ipd_info_type-Study Protocol,num,num,abs_spearman,0.06034970976135645,0.0038643432096417737,2290,0.005373750909882377
Procedure intervention Number,study_design_info/intervention_model,Procedure intervention Number,study_design_info/intervention_model,num,cat,eta,0.060283244722030144,1.529852637033048e-54,70749,5.109790057832157e-54
Drug intervention Number,mortality_YN,Drug intervention Number,mortality_YN,num,num,abs_spearman,0.060277818060248324,6.747346005402788e-16,17916,1.4454443813298214e-15
oversight_info/is_fda_regulated_drug,study_design_info/intervention_model,oversight_info/is_fda_regulated_drug,study_design_info/intervention_model,cat,cat,cramers_v,0.06018683557415297,4.1635975730233853e-10,13721,7.761845438081855e-10
Radiation intervention Number,eligibility/maximum_age,Radiation intervention Number,eligibility/maximum_age__years,num,num,abs_spearman,0.059979378660301536,2.2038820950076358e-35,42760,6.209350347045323e-35
Device intervention Number,failure_reason,Device intervention Number,failure_reason,num,cat,eta,0.059958429535196436,5.2302832366084074e-08,10204,9.108096596336296e-08
MaskingType-Care Provider,Other intervention Number,MaskingType-Care Provider,Other intervention Number,num,num,abs_spearman,0.05989867515386074,2.501323421844704e-57,70854,8.561692428765963e-57
No Intervention Arm Number,ipd_info_type-Statistical Analysis Plan (SAP),No Intervention Arm Number,ipd_info_type-Statistical Analysis Plan (SAP),num,num,abs_spearman,0.05989016622529717,0.005592771580804367,2139,0.0076742337815012985
Dietary Supplement intervention Number,Placebo Comparator Arm Number,Dietary Supplement intervention Number,Placebo Comparator Arm Number,num,num,abs_spearman,0.05987350334033579,5.691453473735938e-63,78123,2.049748098874465e-62
completion_date,eligibility/healthy_volunteers,completion_date__days,eligibility/healthy_volunteers,num,cat,eta,0.05986766369401,2.579077325485281e-35,42833,7.258218747260389e-35
oversight_info/is_fda_regulated_device,study_design_info/masking_num,oversight_info/is_fda_regulated_device,study_design_info/masking_num,cat,num,eta,0.059842732879273365,2.5350737199022585e-12,13666,5.00369991577213e-12
oversight_info/has_dmc,study_design_info/masking_num,oversight_info/has_dmc,study_design_info/masking_num,cat,num,eta,0.059823586034527844,1.3191672790155363e-37,45821,3.776648258471898e-37
Device intervention Number,Experimental Arm Number,Device intervention Number,Experimental Arm Number,num,num,abs_spearman,0.059820129751360106,5.806037431700312e-56,69293,1.95501395904814e-55
Experimental Arm Number,sae_rate,Experimental Arm Number,sae_rate,num,num,abs_spearman,0.059739540106071534,1.2846094901197748e-15,17886,2.7448448692585044e-15
MaskingType-Outcomes Assessor,oversight_info/has_dmc,MaskingType-Outcomes Assessor,oversight_info/has_dmc,num,cat,eta,0.059564119383780895,2.7006811244375887e-37,45821,7.722891362747303e-37
eligibility/gender,eligibility/minimum_age,eligibility/gender,eligibility/minimum_age__years,cat,num,eta,0.05951218479872382,2.920892932795556e-54,69489,9.72978409919163e-54
brief_title,sae_rate,brief_title__n_items,sae_rate,num,num,abs_spearman,0.05950041545286066,1.5780828697681357e-15,17916,3.348877823547239e-15
Dietary Supplement intervention Number,study_design_info/masking,Dietary Supplement intervention Number,study_design_info/masking,num,cat,eta,0.05949400903532329,1.083894545966439e-46,75043,3.3795206357924724e-46
Experimental Arm Number,Placebo Comparator Arm Number,Experimental Arm Number,Placebo Comparator Arm Number,num,num,abs_spearman,0.059394055574066545,5.397385577391215e-62,78123,1.9133385392035905e-61
Drug intervention Number,eligibility/minimum_age,Drug intervention Number,eligibility/minimum_age__years,num,num,abs_spearman,0.05928159846209222,6.147289578991913e-63,79650,2.207516561242038e-62
biology_pass,start_date,biology_pass,start_date__days,num,num,abs_spearman,0.05927028094243523,5.734441964028506e-10,10917,1.064233628126276e-09
biology_fail,start_date,biology_fail,start_date__days,num,num,abs_spearman,0.05927028094243523,5.734441964028506e-10,10917,1.064233628126276e-09
MaskingType-Outcomes Assessor,ipd_info_type-Analytic Code,MaskingType-Outcomes Assessor,ipd_info_type-Analytic Code,num,num,abs_spearman,0.059169428695612536,0.0045574316009221565,2297,0.006302291334608546
condition_browse/mesh_term,oversight_info/is_fda_regulated_drug,condition_browse/mesh_term__n_items,oversight_info/is_fda_regulated_drug,num,cat,eta,0.05915270433615736,3.7981910226149525e-12,13761,7.455374953553046e-12
Experimental Arm Number,ipd_info_type-Study Protocol,Experimental Arm Number,ipd_info_type-Study Protocol,num,num,abs_spearman,0.05893782464209791,0.004782644888460914,2290,0.00660637718055885
MaskingType-Investigator,condition,MaskingType-Investigator,condition__n_items,num,num,abs_spearman,0.058921532759512424,2.3879675689975804e-63,81170,8.726616777880863e-63
icdcode,patient_data/sharing_ipd,icdcode__n_items,patient_data/sharing_ipd,num,cat,eta,0.05890053429016103,6.410677170745343e-11,13510,1.2244836871100828e-10
sponsors/lead_sponsor/agency_class,study_design_info/allocation,sponsors/lead_sponsor/agency_class,study_design_info/allocation,cat,cat,cramers_v,0.05889118339067344,1.2336810506153891e-40,54376,3.6237558047035957e-40
smiless,study_design_info/masking,smiless__n_items,study_design_info/masking,num,cat,eta,0.05876269826587914,2.3384282373348187e-45,75043,7.147594304768788e-45
approval_outcome,intervention/intervention_name,approval_outcome,intervention/intervention_name__n_items,num,num,abs_spearman,0.05874509067837281,7.1497154761539315e-25,30683,1.78383965444202e-24
Drug intervention Number,eligibility/healthy_volunteers,Drug intervention Number,eligibility/healthy_volunteers,num,cat,eta,0.05873051971419828,2.7755365823253675e-63,81613,1.0113208808033047e-62
enrollment,study_design_info/masking,enrollment,study_design_info/masking,num,cat,eta,0.05869589497783416,8.123691984303054e-20,38225,1.8778953098598221e-19
eligibility/gender,responsible_party/responsible_party_type,eligibility/gender,responsible_party/responsible_party_type,cat,cat,cramers_v,0.05866884276640611,7.990321793620227e-100,67878,3.697569768556102e-99
