col_a,col_b,metric,effect_size,p,p_adj,n_valid,via_feat_a,via_feat_b
condition,dropout_rate,abs_spearman,0.010508606516686282,0.03972296683019286,0.055325575044056184,38302,condition__n_items,dropout_rate
Radiation intervention Number,ipd_info_type-Study Protocol,abs_spearman,0.010505903142223126,0.6147839290749917,0.7276478724576281,2297,Radiation intervention Number,ipd_info_type-Study Protocol
Combination Product intervention Number,intervention/intervention_name,abs_spearman,0.010491068901559025,0.002697147076177411,0.004141396987863373,81786,Combination Product intervention Number,intervention/intervention_name__n_items
Combination Product intervention Number,Experimental Arm Number,abs_spearman,0.010458319628087564,0.0034647065194934245,0.00528759558859888,78123,Combination Product intervention Number,Experimental Arm Number
Device intervention Number,Other intervention Number,abs_spearman,0.010413620264839446,0.005450356859568348,0.00819912990779221,71221,Device intervention Number,Other intervention Number
Diagnostic Test intervention Number,study_design_info/allocation,eta,0.010401042732177304,0.015291787100645932,0.022122797741359123,54376,Diagnostic Test intervention Number,study_design_info/allocation
Procedure intervention Number,biology_pass,abs_spearman,0.010399348528595965,0.10819023388021703,0.14410159552846077,23862,Procedure intervention Number,biology_pass
Procedure intervention Number,biology_fail,abs_spearman,0.010399348528595965,0.10819023388021703,0.14410159552846077,23862,Procedure intervention Number,biology_fail
Diagnostic Test intervention Number,sae_rate,abs_spearman,0.010362689975388075,0.1654437804315138,0.21572875684784634,17916,Diagnostic Test intervention Number,sae_rate
ipd_info_type-Statistical Analysis Plan (SAP),oversight_info/is_fda_regulated_device,eta,0.010339716550784899,0.6797833777060963,0.7962313337554399,1596,ipd_info_type-Statistical Analysis Plan (SAP),oversight_info/is_fda_regulated_device
Behavioral intervention Number,oversight_info/has_dmc,eta,0.010336315744858585,0.026752669215610876,0.03813188085490065,45926,Behavioral intervention Number,oversight_info/has_dmc
Biological intervention Number,oversight_info/is_fda_regulated_drug,eta,0.010311011316231498,0.2264788535047581,0.2891307920385872,13761,Biological intervention Number,oversight_info/is_fda_regulated_drug
Genetic intervention Number,regulatory_pass,abs_spearman,0.010302404107079647,0.10968997954061863,0.1458277119019548,24108,Genetic intervention Number,regulatory_pass
Genetic intervention Number,approval_outcome,abs_spearman,0.010302404107079647,0.10968997954061863,0.1458277119019548,24108,Genetic intervention Number,approval_outcome
Radiation intervention Number,oversight_info/is_fda_regulated_drug,eta,0.010289718698648623,0.22743934461869028,0.2902503571612004,13761,Radiation intervention Number,oversight_info/is_fda_regulated_drug
Active Comparator Arm Number,ipd_info_type-Clinical Study Report (CSR),abs_spearman,0.0102729873961034,0.6348913770087894,0.7501691720862098,2139,Active Comparator Arm Number,ipd_info_type-Clinical Study Report (CSR)
dropout_YN,eligibility/minimum_age,abs_spearman,0.010210378559779602,0.0489226472811599,0.06740927807376314,37199,eligibility/minimum_age__years,dropout_YN
No Intervention Arm Number,study_design_info/allocation,eta,0.010171467932996133,0.019346854857529704,0.02782711946602472,52870,No Intervention Arm Number,study_design_info/allocation
Biological intervention Number,study_design_info/allocation,eta,0.010157454583413427,0.011378594403668523,0.01664167321243608,62081,Biological intervention Number,study_design_info/allocation
condition_browse/mesh_term,has_expanded_access,eta,0.010035876741843116,0.007869161606369359,0.011641267169916356,70125,condition_browse/mesh_term__n_items,has_expanded_access
Active Comparator Arm Number,ipd_info_type-Informed Consent Form (ICF),abs_spearman,0.009967855149801754,0.6449790303963788,0.7605368614276947,2139,Active Comparator Arm Number,ipd_info_type-Informed Consent Form (ICF)
brief_title,dropout_rate,abs_spearman,0.009944651684002687,0.05162566295549705,0.0710491797110306,38302,brief_title__n_items,dropout_rate
Dietary Supplement intervention Number,Procedure intervention Number,abs_spearman,0.00991487906210793,0.008144297123358492,0.0120278081188571,71221,Dietary Supplement intervention Number,Procedure intervention Number
MaskingType-Investigator,brief_title,abs_spearman,0.009914825951394915,0.004731095387986572,0.007157403775904805,81170,MaskingType-Investigator,brief_title__n_items
eligibility/gender,intervention/intervention_name,eta,0.009873599544425515,0.031066715487501288,0.04392453255690752,71221,eligibility/gender,intervention/intervention_name__n_items
Other intervention Number,responsible_party/responsible_party_type,eta,0.009832904760312474,0.03757409960972299,0.05254325800554824,67878,Other intervention Number,responsible_party/responsible_party_type
Combination Product intervention Number,responsible_party/responsible_party_type,eta,0.009750335596052935,0.039693848055270056,0.0553107628675803,67878,Combination Product intervention Number,responsible_party/responsible_party_type
Device intervention Number,has_expanded_access,eta,0.00970304628755028,0.01018481757769302,0.014939738743133495,70125,Device intervention Number,has_expanded_access
MaskingType-Care Provider,smiless,abs_spearman,0.00970150012057096,0.005709513513870104,0.008570436052137628,81170,MaskingType-Care Provider,smiless__n_items
eligibility/healthy_volunteers,study_design_info/allocation,cramers_v,0.009645321404948781,0.016379480224064324,0.023666816539968202,61932,eligibility/healthy_volunteers,study_design_info/allocation
Other intervention Number,execution_fail,abs_spearman,0.009610749830962629,0.04833031801888268,0.06664597425222908,42207,Other intervention Number,execution_fail
Other intervention Number,execution_pass,abs_spearman,0.009610749830962629,0.04833031801888268,0.06664597425222908,42207,Other intervention Number,execution_pass
Placebo Comparator Arm Number,sae_YN,abs_spearman,0.00957124387343667,0.2005507138495731,0.25841613125356516,17886,Placebo Comparator Arm Number,sae_YN
Sham Comparator Arm Number,failure_reason,eta,0.009564841545350453,0.8199402741449762,0.945038956104077,10089,Sham Comparator Arm Number,failure_reason
eligibility/maximum_age,study_design_info/masking_num,abs_spearman,0.00955862439893758,0.04896977011471722,0.06744746379256533,42427,eligibility/maximum_age__years,study_design_info/masking_num
Device intervention Number,ipd_info_type-Clinical Study Report (CSR),abs_spearman,0.009551993529210934,0.6583845555331169,0.7747667898671119,2145,Device intervention Number,ipd_info_type-Clinical Study Report (CSR)
MaskingType-Outcomes Assessor,ipd_info_type-Statistical Analysis Plan (SAP),abs_spearman,0.009543138088522975,0.6475735160818425,0.7628196502997975,2297,MaskingType-Outcomes Assessor,ipd_info_type-Statistical Analysis Plan (SAP)
Device intervention Number,ipd_info_type-Statistical Analysis Plan (SAP),abs_spearman,0.009457959375454192,0.6615372481471247,0.777949894183167,2145,Device intervention Number,ipd_info_type-Statistical Analysis Plan (SAP)
Experimental Arm Number,Genetic intervention Number,abs_spearman,0.009347604692411847,0.013869253119179926,0.020148685028908965,69293,Experimental Arm Number,Genetic intervention Number
Radiation intervention Number,execution_pass,abs_spearman,0.00927420903449379,0.03313190523311649,0.046631579864349855,52772,Radiation intervention Number,execution_pass
Radiation intervention Number,execution_fail,abs_spearman,0.00927420903449379,0.03313190523311649,0.046631579864349855,52772,Radiation intervention Number,execution_fail
enrollment,oversight_info/is_fda_regulated_drug,eta,0.009263735200135546,0.3239570493035222,0.40392922365616785,11339,enrollment,oversight_info/is_fda_regulated_drug
MaskingType-Care Provider,icdcode,abs_spearman,0.009247076227538582,0.008425136101982172,0.012431994885090466,81170,MaskingType-Care Provider,icdcode__is_nn
Other Arm Number,approval_outcome,abs_spearman,0.009215379424535517,0.12183121255571668,0.16121990237285433,28187,Other Arm Number,approval_outcome
Other Arm Number,regulatory_pass,abs_spearman,0.009215379424535517,0.12183121255571668,0.16121990237285433,28187,Other Arm Number,regulatory_pass
Genetic intervention Number,mortality_YN,abs_spearman,0.009139390839470612,0.22123388298192984,0.28295463502473545,17916,Genetic intervention Number,mortality_YN
dropout_rate,ipd_info_type-Clinical Study Report (CSR),abs_spearman,0.009133748126557477,0.6753486134531584,0.7917801726551031,2105,ipd_info_type-Clinical Study Report (CSR),dropout_rate
Combination Product intervention Number,condition_browse/mesh_term,abs_spearman,0.009123621312742844,0.009075136975349347,0.013368419240923688,81786,Combination Product intervention Number,condition_browse/mesh_term__is_nn
Other Arm Number,execution_pass,abs_spearman,0.00905125667844945,0.041578882742709336,0.05772537656049339,50684,Other Arm Number,execution_pass
Other Arm Number,execution_fail,abs_spearman,0.00905125667844945,0.041578882742709336,0.05772537656049339,50684,Other Arm Number,execution_fail
Procedure intervention Number,has_expanded_access,eta,0.009040839746784192,0.016660190129664368,0.024052414084164385,70125,Procedure intervention Number,has_expanded_access
dropout_YN,smiless,abs_spearman,0.00901773616426342,0.07759232138232922,0.1047526483308446,38302,smiless__is_nn,dropout_YN
Dietary Supplement intervention Number,ipd_info_type-Study Protocol,abs_spearman,0.009008343449183791,0.6660925858664664,0.7830418592307072,2297,Dietary Supplement intervention Number,ipd_info_type-Study Protocol
eligibility/maximum_age,ipd_info_type-Analytic Code,abs_spearman,0.009004527725063266,0.7638114159655962,0.8874104548580564,1116,eligibility/maximum_age__years,ipd_info_type-Analytic Code
Other intervention Number,eligibility/healthy_volunteers,eta,0.008930772214678659,0.017241844641154167,0.0248714861469534,71109,Other intervention Number,eligibility/healthy_volunteers
Combination Product intervention Number,Radiation intervention Number,abs_spearman,0.00884737727846648,0.01139955543011701,0.0166653155741088,81786,Combination Product intervention Number,Radiation intervention Number
intervention/intervention_type,oversight_info/is_fda_regulated_device,eta,0.008812378600264334,0.3027826658695891,0.37888720341981347,13676,oversight_info/is_fda_regulated_device,intervention/intervention_type__n_items
Experimental Arm Number,oversight_info/is_fda_regulated_drug,eta,0.008811689337508402,0.3017796725046811,0.37776814191418107,13735,Experimental Arm Number,oversight_info/is_fda_regulated_drug
No Intervention Arm Number,Other intervention Number,abs_spearman,0.00875987819554874,0.021115396452275958,0.03023321082474617,69293,No Intervention Arm Number,Other intervention Number
has_expanded_access,icdcode,eta,0.008734390070334294,0.020724416805310376,0.0297101272270848,70125,has_expanded_access,icdcode__is_nn
Device intervention Number,MaskingType-Outcomes Assessor,abs_spearman,0.00872146060421261,0.020258917767886575,0.029066779208672934,70854,Device intervention Number,MaskingType-Outcomes Assessor
Combination Product intervention Number,eligibility/gender,eta,0.008710060003763571,0.06709911413629634,0.09133154000142177,71221,Combination Product intervention Number,eligibility/gender
biology_fail,intervention/intervention_name,abs_spearman,0.00869747797396909,0.10658237635226238,0.14217802603612736,34427,intervention/intervention_name__n_items,biology_fail
biology_pass,intervention/intervention_name,abs_spearman,0.00869747797396909,0.10658237635226238,0.14217802603612736,34427,intervention/intervention_name__n_items,biology_pass
Combination Product intervention Number,ipd_info_type-Study Protocol,abs_spearman,0.008678741292825724,0.6776092732659939,0.7941626389879692,2297,Combination Product intervention Number,ipd_info_type-Study Protocol
Placebo Comparator Arm Number,ipd_info_type-Analytic Code,abs_spearman,0.00860329339680308,0.6807174111114407,0.7969989904353963,2290,Placebo Comparator Arm Number,ipd_info_type-Analytic Code
Behavioral intervention Number,has_expanded_access,eta,0.008484088251361299,0.024660330133797696,0.035192873599567555,70125,Behavioral intervention Number,has_expanded_access
Combination Product intervention Number,oversight_info/is_fda_regulated_drug,eta,0.008416425516040604,0.3235270284687826,0.4035378406062526,13761,Combination Product intervention Number,oversight_info/is_fda_regulated_drug
MaskingType-Participant,condition_browse/mesh_term,abs_spearman,0.008413416480429928,0.016529145794354983,0.023873142824348947,81170,MaskingType-Participant,condition_browse/mesh_term__is_nn
Genetic intervention Number,ipd_info_type-Analytic Code,abs_spearman,0.00837679894385607,0.6982047997185862,0.8169231242498609,2145,Genetic intervention Number,ipd_info_type-Analytic Code
has_expanded_access,intervention/intervention_name,eta,0.008306190224198661,0.027837319860339424,0.03954811386536365,70125,has_expanded_access,intervention/intervention_name__n_items
Biological intervention Number,Genetic intervention Number,abs_spearman,0.008169745931669106,0.029236735751061033,0.04146843132038249,71221,Biological intervention Number,Genetic intervention Number
Experimental Arm Number,MaskingType-Participant,abs_spearman,0.00814694423117484,0.022933190169760444,0.032768435789439776,77947,Experimental Arm Number,MaskingType-Participant
Diagnostic Test intervention Number,patient_data/sharing_ipd,eta,0.008092784689923607,0.6425423384026051,0.7586933829252642,13510,Diagnostic Test intervention Number,patient_data/sharing_ipd
has_expanded_access,oversight_info/has_dmc,cramers_v,0.008035105150580703,0.12088071451239708,0.16014505639747612,37264,has_expanded_access,oversight_info/has_dmc
Experimental Arm Number,eligibility/minimum_age,abs_spearman,0.008014701677412403,0.02699786789738246,0.038465596942765086,76141,Experimental Arm Number,eligibility/minimum_age__years
Biological intervention Number,ipd_info_type-Statistical Analysis Plan (SAP),abs_spearman,0.007893222409854099,0.7053573017342395,0.8250140099382303,2297,Biological intervention Number,ipd_info_type-Statistical Analysis Plan (SAP)
Behavioral intervention Number,start_date,abs_spearman,0.007873366590356796,0.10312713523746721,0.1378333826731533,42855,Behavioral intervention Number,start_date__days
Genetic intervention Number,ipd_info_type-Statistical Analysis Plan (SAP),abs_spearman,0.007854449370594412,0.7161823683792939,0.836549152980856,2145,Genetic intervention Number,ipd_info_type-Statistical Analysis Plan (SAP)
Combination Product intervention Number,Diagnostic Test intervention Number,abs_spearman,0.007768220169832379,0.0381610918914261,0.053342636493445575,71221,Combination Product intervention Number,Diagnostic Test intervention Number
Genetic intervention Number,biology_pass,abs_spearman,0.007753555291968002,0.23104453159348412,0.2943107578032835,23862,Genetic intervention Number,biology_pass
Genetic intervention Number,biology_fail,abs_spearman,0.007753555291968002,0.23104453159348412,0.2943107578032835,23862,Genetic intervention Number,biology_fail
Dietary Supplement intervention Number,has_expanded_access,eta,0.007749507614087625,0.040154984384019175,0.05583776339914631,70125,Dietary Supplement intervention Number,has_expanded_access
Device intervention Number,Genetic intervention Number,abs_spearman,0.007748275436014199,0.03865908036486624,0.053995299143050714,71221,Device intervention Number,Genetic intervention Number
Biological intervention Number,Diagnostic Test intervention Number,abs_spearman,0.007592764274733131,0.04273460405299537,0.05923524095897842,71221,Biological intervention Number,Diagnostic Test intervention Number
No Intervention Arm Number,eligibility/healthy_volunteers,eta,0.007573297954206757,0.046285810249742695,0.06397899388140647,69239,No Intervention Arm Number,eligibility/healthy_volunteers
MaskingType-Outcomes Assessor,oversight_info/is_fda_regulated_drug,eta,0.007547413083920975,0.37618641704330597,0.4624152101964939,13750,MaskingType-Outcomes Assessor,oversight_info/is_fda_regulated_drug
Other intervention Number,ipd_info_type-Analytic Code,abs_spearman,0.007535765368461028,0.7272289235299152,0.8485965444145249,2145,Other intervention Number,ipd_info_type-Analytic Code
Other Arm Number,start_date,abs_spearman,0.007521886067792492,0.035518228593297944,0.049768485629721915,78123,Other Arm Number,start_date__is_nn
Other Arm Number,completion_date,abs_spearman,0.007521886067792492,0.035518228593297944,0.049768485629721915,78123,Other Arm Number,completion_date__is_nn
biology_fail,number_of_arms,abs_spearman,0.007517803599590737,0.18138327587411132,0.2351014112877795,31607,number_of_arms,biology_fail
biology_pass,number_of_arms,abs_spearman,0.007517803599590737,0.18138327587411132,0.2351014112877795,31607,number_of_arms,biology_pass
Device intervention Number,condition,abs_spearman,0.007515638062918851,0.04488706872990382,0.06214444774359194,71221,Device intervention Number,condition__n_items
biology_pass,has_expanded_access,eta,0.007369457996798874,0.2593555583336598,0.3280890299269997,23427,has_expanded_access,biology_pass
biology_fail,has_expanded_access,eta,0.007369457996798859,0.25935555833365986,0.3280890299269997,23427,has_expanded_access,biology_fail
No Intervention Arm Number,condition_browse/mesh_term,abs_spearman,0.007351166546753796,0.05298045046228417,0.07279836510732995,69293,No Intervention Arm Number,condition_browse/mesh_term__is_nn
brief_title,study_design_info/masking_num,abs_spearman,0.00722511698574937,0.03954635907662386,0.0551459060157576,81170,brief_title__n_items,study_design_info/masking_num
biology_fail,eligibility/minimum_age,abs_spearman,0.007181448300292736,0.1885373383190745,0.24391930404273413,33527,eligibility/minimum_age__years,biology_fail
biology_pass,eligibility/minimum_age,abs_spearman,0.007181448300292736,0.1885373383190745,0.24391930404273413,33527,eligibility/minimum_age__years,biology_pass
Combination Product intervention Number,brief_title,abs_spearman,0.007120943169654588,0.041704191603952646,0.05785312008931555,81786,Combination Product intervention Number,brief_title__n_items
Drug intervention Number,Radiation intervention Number,abs_spearman,0.0070211811148471375,0.04465082586493754,0.06184201669217137,81786,Drug intervention Number,Radiation intervention Number
Genetic intervention Number,execution_fail,abs_spearman,0.007019360383418316,0.14928644158590104,0.19568856450811245,42207,Genetic intervention Number,execution_fail
Genetic intervention Number,execution_pass,abs_spearman,0.007019360383418316,0.14928644158590104,0.19568856450811245,42207,Genetic intervention Number,execution_pass
Sham Comparator Arm Number,duration_month,abs_spearman,0.007010811611731717,0.14936814996741332,0.19572184054930666,42293,Sham Comparator Arm Number,duration_month
Dietary Supplement intervention Number,start_date,abs_spearman,0.00696974957657156,0.149072703386907,0.19562977502624693,42855,Dietary Supplement intervention Number,start_date__days
completion_date,condition,abs_spearman,0.006967098172230906,0.14922742587139848,0.19568856450811245,42855,condition__n_items,completion_date__days
Device intervention Number,eligibility/healthy_volunteers,eta,0.006815546098587099,0.06914959342013675,0.09397529805826171,71109,Device intervention Number,eligibility/healthy_volunteers
Sham Comparator Arm Number,duration_day,abs_spearman,0.0067997542478015535,0.1620043559169566,0.21148201983900236,42293,Sham Comparator Arm Number,duration_day
Sham Comparator Arm Number,duration_year,abs_spearman,0.0067997542478015535,0.1620043559169566,0.21148201983900236,42293,Sham Comparator Arm Number,duration_year
MaskingType-Participant,ipd_info_type-Study Protocol,abs_spearman,0.006772655819261085,0.7456198525497827,0.8668547967917346,2297,MaskingType-Participant,ipd_info_type-Study Protocol
MaskingType-Investigator,biology_pass,abs_spearman,0.006665197653133626,0.21882564193888765,0.2801839004191727,34038,MaskingType-Investigator,biology_pass
MaskingType-Investigator,biology_fail,abs_spearman,0.006665197653133626,0.21882564193888765,0.2801839004191727,34038,MaskingType-Investigator,biology_fail
Other Arm Number,eligibility/gender,eta,0.006656251187364388,0.21545476815375195,0.27630243244150376,69293,Other Arm Number,eligibility/gender
Other intervention Number,smiless,abs_spearman,0.006650849725361002,0.07591139040582112,0.10264283333082816,71221,Other intervention Number,smiless__n_items
Combination Product intervention Number,MaskingType-Care Provider,abs_spearman,0.006550298758327169,0.062014190247223114,0.08457586778222148,81170,Combination Product intervention Number,MaskingType-Care Provider
brief_title,eligibility/minimum_age,abs_spearman,0.006543646567149501,0.06478187080779452,0.08821199100982992,79650,brief_title__n_items,eligibility/minimum_age__years
Genetic intervention Number,oversight_info/is_fda_regulated_device,eta,0.006532766478402065,0.488258549480259,0.5883143063259015,11258,Genetic intervention Number,oversight_info/is_fda_regulated_device
brief_title,has_expanded_access,eta,0.006512181646329614,0.08462004884644468,0.11397467819433926,70125,brief_title__n_items,has_expanded_access
ipd_info_type-Clinical Study Report (CSR),oversight_info/is_fda_regulated_device,eta,0.006505998768351761,0.8042996841565289,0.9291693492167347,1453,ipd_info_type-Clinical Study Report (CSR),oversight_info/is_fda_regulated_device
Dietary Supplement intervention Number,enrollment,abs_spearman,0.006490640987089287,0.17120344201001325,0.222654177015268,44446,Dietary Supplement intervention Number,enrollment
Diagnostic Test intervention Number,mortality_rate,abs_spearman,0.0064500849685737195,0.38797425299697,0.4758587500958413,17916,Diagnostic Test intervention Number,mortality_rate
Dietary Supplement intervention Number,Radiation intervention Number,abs_spearman,0.00634076911769489,0.06977945553238557,0.09472015936524994,81786,Dietary Supplement intervention Number,Radiation intervention Number
Other Arm Number,oversight_info/is_fda_regulated_drug,eta,0.006335886481514746,0.4577947110530186,0.5537196731323494,13735,Other Arm Number,oversight_info/is_fda_regulated_drug
Procedure intervention Number,eligibility/minimum_age,abs_spearman,0.006328436160311745,0.09527385585444088,0.127680929076044,69489,Procedure intervention Number,eligibility/minimum_age__years
No Intervention Arm Number,biology_fail,abs_spearman,0.006240411775553847,0.34631368395641127,0.42934001132662475,22777,No Intervention Arm Number,biology_fail
No Intervention Arm Number,biology_pass,abs_spearman,0.006240411775553847,0.34631368395641127,0.42934001132662475,22777,No Intervention Arm Number,biology_pass
enrollment,oversight_info/is_fda_regulated_device,eta,0.006151411386443236,0.51400041828949,0.6180454856595078,11258,enrollment,oversight_info/is_fda_regulated_device
Genetic intervention Number,intervention_browse/mesh_term,abs_spearman,0.006133425756742389,0.1016659701933712,0.13614229149208668,71221,Genetic intervention Number,intervention_browse/mesh_term__n_items
Biological intervention Number,MaskingType-Outcomes Assessor,abs_spearman,0.006126278337110581,0.08091742408631276,0.10915685120339165,81170,Biological intervention Number,MaskingType-Outcomes Assessor
Other Arm Number,Radiation intervention Number,abs_spearman,0.006102213849088606,0.08808493108520161,0.118457869783698,78123,Other Arm Number,Radiation intervention Number
has_expanded_access,smiless,eta,0.006082753058486062,0.1072303746950798,0.1429875487587883,70125,has_expanded_access,smiless__n_items
Genetic intervention Number,location/facility/address/city,abs_spearman,0.006062986761208076,0.10565576910291499,0.14105024880239322,71221,Genetic intervention Number,location/facility/address/city__n_items
Genetic intervention Number,Sham Comparator Arm Number,abs_spearman,0.005978806840816537,0.11552890844991553,0.1534057916940988,69293,Genetic intervention Number,Sham Comparator Arm Number
Radiation intervention Number,ipd_info_type-Informed Consent Form (ICF),abs_spearman,0.005940373148543543,0.783342854480987,0.908349687344389,2145,Radiation intervention Number,ipd_info_type-Informed Consent Form (ICF)
condition_browse/mesh_term,intervention/intervention_name,abs_spearman,0.005865117653296027,0.09348189813769141,0.12537614667251162,81786,condition_browse/mesh_term__n_items,intervention/intervention_name__n_items
No Intervention Arm Number,eligibility/minimum_age,abs_spearman,0.005851600285633504,0.1280943525729683,0.16892898489224473,67623,No Intervention Arm Number,eligibility/minimum_age__years
Genetic intervention Number,dropout_rate,abs_spearman,0.005826891544779806,0.2541416012727496,0.3219621087943146,38302,Genetic intervention Number,dropout_rate
Combination Product intervention Number,number_of_arms,abs_spearman,0.005809916353411817,0.10439973054634956,0.13942700370813402,78123,Combination Product intervention Number,number_of_arms
eligibility/minimum_age,ipd_info_type-Analytic Code,abs_spearman,0.005791873966046517,0.7834025936607579,0.908349687344389,2255,eligibility/minimum_age__years,ipd_info_type-Analytic Code
eligibility/minimum_age,intervention/intervention_type,abs_spearman,0.005754685756360595,0.10435565153553243,0.13942171821836802,79650,eligibility/minimum_age__years,intervention/intervention_type__is_nn
No Intervention Arm Number,Sham Comparator Arm Number,abs_spearman,0.005742706461078497,0.13061778825729525,0.17193061143715946,69293,No Intervention Arm Number,Sham Comparator Arm Number
biology_pass,brief_title,abs_spearman,0.0057304802616533965,0.28767634562620215,0.3615462209949557,34427,brief_title__n_items,biology_pass
biology_fail,brief_title,abs_spearman,0.0057304802616533965,0.28767634562620215,0.3615462209949557,34427,brief_title__n_items,biology_fail
Dietary Supplement intervention Number,condition_browse/mesh_term,abs_spearman,0.005708476906417018,0.10257147435059602,0.13714346801397506,81786,Dietary Supplement intervention Number,condition_browse/mesh_term__n_items
MaskingType-Outcomes Assessor,biology_pass,abs_spearman,0.005694343499280318,0.2934691806662214,0.3680279331703787,34038,MaskingType-Outcomes Assessor,biology_pass
MaskingType-Outcomes Assessor,biology_fail,abs_spearman,0.005694343499280318,0.2934691806662214,0.3680279331703787,34038,MaskingType-Outcomes Assessor,biology_fail
Dietary Supplement intervention Number,ipd_info_type-Clinical Study Report (CSR),abs_spearman,0.005677835001086476,0.7926947871673553,0.9182047951355199,2145,Dietary Supplement intervention Number,ipd_info_type-Clinical Study Report (CSR)
Sham Comparator Arm Number,ipd_info_type-Study Protocol,abs_spearman,0.005674734743414529,0.7930891254104327,0.9183554517831569,2139,Sham Comparator Arm Number,ipd_info_type-Study Protocol
MaskingType-Care Provider,dropout_rate,abs_spearman,0.005672834057837202,0.26743921426880496,0.3373325842410516,38218,MaskingType-Care Provider,dropout_rate
Diagnostic Test intervention Number,ipd_info_type-Study Protocol,abs_spearman,0.005658729357457672,0.7933765362154857,0.9183822329609636,2145,Diagnostic Test intervention Number,ipd_info_type-Study Protocol
biology_pass,study_design_info/masking_num,abs_spearman,0.005655615398347525,0.2967646570767712,0.37189224065697074,34038,study_design_info/masking_num,biology_pass
biology_fail,study_design_info/masking_num,abs_spearman,0.005655615398347525,0.2967646570767712,0.37189224065697074,34038,study_design_info/masking_num,biology_fail
biology_fail,study_design_info/allocation,eta,0.005575627566414682,0.37434603734567196,0.4604787539030832,25388,study_design_info/allocation,biology_fail
biology_pass,study_design_info/allocation,eta,0.005575627566414617,0.3743460373456715,0.4604787539030832,25388,study_design_info/allocation,biology_pass
Procedure intervention Number,ipd_info_type-Analytic Code,abs_spearman,0.005517698632506001,0.7984138027680174,0.9235978577293145,2145,Procedure intervention Number,ipd_info_type-Analytic Code
ipd_info_type-Analytic Code,ipd_info_type-Statistical Analysis Plan (SAP),abs_spearman,0.005390424332029987,0.7962461770309762,0.9213970913029113,2297,ipd_info_type-Analytic Code,ipd_info_type-Statistical Analysis Plan (SAP)
Other Arm Number,ipd_info_type-Informed Consent Form (ICF),abs_spearman,0.005387946221717077,0.8033259586461504,0.9283530782492094,2139,Other Arm Number,ipd_info_type-Informed Consent Form (ICF)
Behavioral intervention Number,Combination Product intervention Number,abs_spearman,0.005242351659554708,0.133819600191069,0.17607842130403817,81786,Behavioral intervention Number,Combination Product intervention Number
has_expanded_access,intervention_browse/mesh_term,eta,0.005187020306952028,0.1695764260097418,0.22070340089282875,70125,has_expanded_access,intervention_browse/mesh_term__n_items
has_expanded_access,number_of_arms,eta,0.005173625498067996,0.17580187907419578,0.22812230387708377,68474,has_expanded_access,number_of_arms
Dietary Supplement intervention Number,Sham Comparator Arm Number,abs_spearman,0.005060916849157611,0.18279508007356962,0.23684299151963253,69293,Dietary Supplement intervention Number,Sham Comparator Arm Number
Sham Comparator Arm Number,eligibility/healthy_volunteers,eta,0.005055879456573946,0.18340184535822346,0.23745209114002477,69239,Sham Comparator Arm Number,eligibility/healthy_volunteers
enrollment,has_expanded_access,eta,0.005029785661482211,0.29229455338144783,0.3668196363309972,43839,enrollment,has_expanded_access
MaskingType-Care Provider,eligibility/healthy_volunteers,eta,0.005005668662627363,0.1542299631707568,0.20186407608978524,81014,MaskingType-Care Provider,eligibility/healthy_volunteers
Other Arm Number,duration_month,abs_spearman,0.004981904965701483,0.30559072858499486,0.38226342038619765,42293,Other Arm Number,duration_month
Experimental Arm Number,study_design_info/masking_num,abs_spearman,0.004947262667289058,0.16721376518371053,0.21795492648664447,77947,Experimental Arm Number,study_design_info/masking_num
Sham Comparator Arm Number,regulatory_pass,abs_spearman,0.004921240183568879,0.45774468302000754,0.5537196731323494,22770,Sham Comparator Arm Number,regulatory_pass
Sham Comparator Arm Number,approval_outcome,abs_spearman,0.004921240183568879,0.45774468302000754,0.5537196731323494,22770,Sham Comparator Arm Number,approval_outcome
Other Arm Number,duration_year,abs_spearman,0.004911663513990419,0.3124604576003121,0.390435127709847,42293,Other Arm Number,duration_year
Other Arm Number,duration_day,abs_spearman,0.004911663513990419,0.3124604576003121,0.390435127709847,42293,Other Arm Number,duration_day
Drug intervention Number,biology_pass,abs_spearman,0.0048763933604600955,0.36559062415466764,0.4506659875620681,34427,Drug intervention Number,biology_pass
Drug intervention Number,biology_fail,abs_spearman,0.0048763933604600955,0.36559062415466764,0.4506659875620681,34427,Drug intervention Number,biology_fail
number_of_arms,oversight_info/is_fda_regulated_drug,eta,0.00486483588937351,0.5686147477481699,0.6780838189515753,13735,number_of_arms,oversight_info/is_fda_regulated_drug
MaskingType-Participant,biology_fail,abs_spearman,0.004817001297576953,0.37417514453901085,0.4604787539030832,34038,MaskingType-Participant,biology_fail
MaskingType-Participant,biology_pass,abs_spearman,0.004817001297576953,0.37417514453901085,0.4604787539030832,34038,MaskingType-Participant,biology_pass
MaskingType-Care Provider,eligibility/minimum_age,abs_spearman,0.004814032683671813,0.17577289955029646,0.22812230387708377,79096,MaskingType-Care Provider,eligibility/minimum_age__years
MaskingType-Care Provider,brief_title,abs_spearman,0.004794455208321966,0.1719565888360516,0.22346639723458464,81170,MaskingType-Care Provider,brief_title__n_items
No Intervention Arm Number,eligibility/maximum_age,abs_spearman,0.004782394024605935,0.3578793244777999,0.44257318596453904,36962,No Intervention Arm Number,eligibility/maximum_age__years
